SN,BT,WH,RV,LA,LO,AD
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,18,Nordwestschweiz,47.5438524,7.5875452,Dornacherstrasse 88 <br>4053 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5395866,7.5981089,Laufenstrasse 69 <br>4053 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5400862,7.6010722,Neuensteinerstrasse 22 <br>4053 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,11,Nordwestschweiz,47.5436911,7.5875183,Sempacherstrasse 30 <br>4053 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,11,Nordwestschweiz,47.5435932,7.5874278,Sempacherstrasse 32 <br>4053 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,12,Nordwestschweiz,47.5435019,7.5873587,Sempacherstrasse 34 <br>4053 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5569149,7.5700098,Eichenstrasse 2 <br>4054 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5565768,7.5683458,Gotthelfstrasse 95 <br>4054 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5566574,7.5683304,Gotthelfstrasse 97 <br>4054 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,8,Nordwestschweiz,47.5669601,7.564225,Burgfelderstrasse 200 <br>4055 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,8,Nordwestschweiz,47.5670862,7.5640127,Burgfelderstrasse 202 <br>4055 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,8,Nordwestschweiz,47.5671943,7.5638402,Burgfelderstrasse 204 <br>4055 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,15,Nordwestschweiz,47.5672934,7.5637208,Burgfelderstrasse 206 <br>4055 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,11,Nordwestschweiz,47.5581947,7.5690716,Colmarerstrasse 112 <br>4055 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5678964,7.5790974,Mülhauserstrasse 73 <br>4056 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,10,Nordwestschweiz,47.5702636,7.5775753,Wattstrasse 22 <br>4056 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,9,Nordwestschweiz,47.5694497,7.5884571,Breisacherstrasse 129 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5660833,7.5906004,Feldbergstrasse 48 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.5660604,7.5942812,Haltingerstrasse 57 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,8,Nordwestschweiz,47.5634821,7.5920812,Klybeckstrasse 8 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.568076,7.5935694,Mörsbergerstrasse 50 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,7,Nordwestschweiz,47.5681749,7.5935697,Mörsbergerstrasse 52 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,24,Nordwestschweiz,47.5679404,7.5940474,Oetlingerstrasse 153 <br>4057 Basel
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,2,Nordwestschweiz,47.5754751,7.6368523,Arnikastrasse 12 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5753222,7.6368384,Arnikastrasse 14 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5751603,7.6368511,Arnikastrasse 16 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5750074,7.6368638,Arnikastrasse 18 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5748455,7.6368765,Arnikastrasse 20 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5746926,7.6368892,Arnikastrasse 22 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5745307,7.6369019,Arnikastrasse 24 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.5743778,7.6369014,Arnikastrasse 26 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,11,Nordwestschweiz,47.5757361,7.6367602,Im Niederholzboden 12 <br>4125 Riehen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.5265734,7.6146698,Birseckstrasse 17 <br>4142 Münchenstein
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.5264576,7.6147224,Birseckstrasse 19 <br>4142 Münchenstein
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.4740679,7.6095207,Steinmattweg 30 <br>4143 Dornach
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.4739241,7.6094274,Steinmattweg 32 <br>4143 Dornach
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.4737893,7.6093606,Steinmattweg 34 <br>4143 Dornach
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.466337,7.600492,Anton von Blarerweg 3 <br>4147 Aesch BL
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.4663193,7.6003043,Anton von Blarerweg 5 <br>4147 Aesch BL
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.4668946,7.6004786,Anton von Blarerweg 23 <br>4147 Aesch BL
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,6,Nordwestschweiz,47.4668861,7.6001734,Anton von Blarerweg 25 <br>4147 Aesch BL
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,15,Nordwestschweiz,47.4672278,7.6002041,Bahnhofstrasse 18 <br>4147 Aesch BL
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,9,Nordwestschweiz,47.4856942,7.6053651,Bruggfeldweg 2 <br>4147 Aesch BL
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.4190674,7.5055183,Brislachstrasse 12a <br>4242 Laufen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,5,Nordwestschweiz,47.4191122,7.5057569,Brislachstrasse 12b <br>4242 Laufen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,4,Nordwestschweiz,47.419157,7.5059955,Brislachstrasse 12c <br>4242 Laufen
Wohnstadt,Wohnstadt Bau- und Verwaltungsgenossenschaft,9,Nordwestschweiz,47.4679133,7.8505063,Rickenbacherstrasse 13 <br>4460 Gelterkinden BL
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,6,Ostschweiz,47.4137972,9.3464632,Ahornstrasse 24 <br>9000 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,6,Ostschweiz,47.4137572,9.3467507,Ahornstrasse 26 <br>9000 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,8,Ostschweiz,47.4339111,9.4088907,Fuchsenstrasse 18a <br>9016 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,8,Ostschweiz,47.4337385,9.4089904,Fuchsenstrasse 18b <br>9016 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,8,Ostschweiz,47.4459805,9.4049213,Kesselhaldenstrasse 60 <br>9016 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,8,Ostschweiz,47.4458688,9.4051426,Kesselhaldenstrasse 62 <br>9016 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,8,Ostschweiz,47.4463364,9.4051599,Kesselhaldenstrasse 66 <br>9016 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,8,Ostschweiz,47.4462244,9.4053945,Kesselhaldenstrasse 68 <br>9016 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,12,Ostschweiz,47.442063,9.3924168,Waldstrasse 3a <br>9008 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,6,Ostschweiz,47.4418148,9.3921955,Waldstrasse 3b <br>9008 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,14,Ostschweiz,47.4193163,9.3813617,Bitzistrasse 3 <br>9000 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,11,Ostschweiz,47.4007237,9.298024,Lilienthalstrasse 9 <br>9015 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,11,Ostschweiz,47.4008474,9.2976043,Lilienthalstrasse 11 <br>9015 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,11,Ostschweiz,47.4002789,9.2982735,Geigerstrasse 9 <br>9015 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,11,Ostschweiz,47.4003735,9.2979853,Geigerstrasse 11 <br>9015 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,3,Ostschweiz,47.4005319,9.2976463,Geigerstrasse 12 <br>9015 St. Gallen
Wohnungshilfe,Stiftung für Wohnungshilfe St. Gallen,3,Ostschweiz,47.4000144,9.297933,Quimbystrasse 12 <br>9015 St. Gallen
WOK Lorraine,WOK Lorraine AG,10,Bern-Solothurn,46.9564854,7.4439247,Jurastrasse 1 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9567586,7.4442946,Jurastrasse 4 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,8,Bern-Solothurn,46.9567856,7.4438165,Jurastrasse 5 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,24,Bern-Solothurn,46.9565877,7.4447807,Lorrainestrasse 15 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9567566,7.444622,Lorrainestrasse 17 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9564888,7.4436771,Randweg 2 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9565158,7.443664,Randweg 4 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9565698,7.4436508,Randweg 6 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9566237,7.4436377,Randweg 8 <br>3013 Bern
WOK Lorraine,WOK Lorraine AG,1,Bern-Solothurn,46.9617237,7.4480527,Wylerringstrasse 7 <br>3014 Bern
WOK Lorraine,WOK Lorraine AG,4,Bern-Solothurn,46.9462957,7.4200728,Freiburgstrasse 52 <br>3008 Bern
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4907713,7.6084196,Birseckstrasse 84 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4906814,7.6084061,Birseckstrasse 86 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4904836,7.6083656,Birseckstrasse 88 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4904117,7.6083389,Birseckstrasse 90 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.490106,7.6082981,Birseckstrasse 92 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.490034,7.6082846,Birseckstrasse 94 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4898272,7.6082707,Birseckstrasse 96 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4897552,7.6082572,Birseckstrasse 98 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,6,Nordwestschweiz,47.5029644,7.6162229,Im Schlehdorn 1 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,6,Nordwestschweiz,47.503037,7.6158515,Im Schlehdorn 3 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4958207,7.617911,Wolfmattweg 1 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4957488,7.6178577,Wolfmattweg 3 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.495641,7.6177645,Wolfmattweg 5 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4955691,7.6177244,Wolfmattweg 7 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4954344,7.6176178,Wolfmattweg 9 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,2,Nordwestschweiz,47.4953805,7.6175778,Wolfmattweg 11 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,4,Nordwestschweiz,47.4959651,7.6175532,Wolfmattweg 2 <br>4144 Arlesheim
Wolfmatten,Wohngenossenschaft Wolfmatten,4,Nordwestschweiz,47.4958214,7.6174598,Wolfmattweg 4 <br>4144 Arlesheim
Worb FGW,Familienheimgenossenschaft Worb,7,Bern-Solothurn,46.925511,7.5743564,Blümlisalpstrasse 8 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,7,Bern-Solothurn,46.9255198,7.5745533,Blümlisalpstrasse 10 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,7,Bern-Solothurn,46.9254923,7.5749603,Blümlisalpstrasse 12 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,7,Bern-Solothurn,46.9254741,7.5751309,Blümlisalpstrasse 14 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9257811,7.5741732,Blümlisalpstrasse 19 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9257809,7.5743833,Blümlisalpstrasse 21 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9257624,7.5747903,Blümlisalpstrasse 23 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9257442,7.5749872,Blümlisalpstrasse 25 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9259974,7.5738324,Eigerstrasse 14 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9358603,7.5620773,Vechigenstrasse 46 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9359413,7.5620381,Vechigenstrasse 48 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9360403,7.5619989,Vechigenstrasse 50 <br>3076 Worb
Worb FGW,Familienheimgenossenschaft Worb,6,Bern-Solothurn,46.9361213,7.5619728,Vechigenstrasse 52 <br>3076 Worb
Wunderland,Stiftung Wunderland (Fond. Pays de Merveilles),2,Bern-Solothurn,47.1256567,7.2406282,Hauptstrasse 33 <br>2560 Nidau
Wunderland,Stiftung Wunderland (Fond. Pays de Merveilles),2,Bern-Solothurn,47.1332333,7.2475859,Mattenstrasse 13 <br>2503 Biel/Bienne
Wunderland,Stiftung Wunderland (Fond. Pays de Merveilles),1,Bern-Solothurn,47.0431064,7.2721997,Murtenstrasse 10 <br>3270 Aarberg
WWL Emmen,"Wohnbaugenossenschaft WWL, Emmen",10,Zentralschweiz,47.0810526,8.3077094,Unter-Grundhof 12 <br>6032 Emmen
WWL Emmen,"Wohnbaugenossenschaft WWL, Emmen",9,Zentralschweiz,47.0817914,8.3075502,Rathausenstrasse 1 <br>6032 Emmen
Wyden-Bürglen,Wohnbaugenossenschaft Wyden-Bürglen,12,Ostschweiz,47.5519864,9.1469581,Sangenstrasse 1 <br>8575 Bürglen TG
Wyden-Bürglen,Wohnbaugenossenschaft Wyden-Bürglen,12,Ostschweiz,47.5518037,9.1465403,Sangenstrasse 3 <br>8575 TG
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9627943,7.4460952,Polygonstrasse 49 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9629382,7.4459244,Polygonstrasse 51 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9629922,7.4464237,Polygonstrasse 53 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9631271,7.446266,Polygonstrasse 55 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.963181,7.446739,Polygonstrasse 57 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.963298,7.4466076,Polygonstrasse 59 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9633609,7.4470544,Polygonstrasse 61 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9634959,7.4469493,Polygonstrasse 63 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9635138,7.4474223,Polygonstrasse 65 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9636667,7.4473172,Polygonstrasse 67 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9636487,7.4477771,Polygonstrasse 69 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9638106,7.447672,Polygonstrasse 71 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9637656,7.4482107,Polygonstrasse 73 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9639276,7.4480662,Polygonstrasse 75 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9638825,7.4485786,Polygonstrasse 77 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9640535,7.4484735,Polygonstrasse 79 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9639815,7.4489991,Polygonstrasse 81 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9641704,7.4488414,Polygonstrasse 83 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9641074,7.4493539,Polygonstrasse 85 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9642783,7.4492619,Polygonstrasse 87 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9642332,7.4497612,Polygonstrasse 89 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.9644402,7.4496036,Polygonstrasse 91 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),3,Bern-Solothurn,46.9644581,7.4500635,Polygonstrasse 93 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),3,Bern-Solothurn,46.964638,7.449919,Polygonstrasse 95 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),3,Bern-Solothurn,46.9647639,7.4503263,Polygonstrasse 97 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),5,Bern-Solothurn,46.9648268,7.4506942,Scheibenrain 5 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),3,Bern-Solothurn,46.9652048,7.4486182,Dändlikerweg 37 <br>3014 Bern
Wylergut,Siedlungsgenossenschaft Wylergut (SGW),6,Bern-Solothurn,46.964953,7.448316,Dändlikerrain 3 <br>3014 Bern
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1804087,7.3738533,Rigiweg 9 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,5,Bern-Solothurn,47.1803008,7.373959,Rigiweg 11 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1801929,7.3740778,Rigiweg 13 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,5,Bern-Solothurn,47.180085,7.3741967,Rigiweg 15 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1799772,7.3743024,Rigiweg 17 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1801932,7.3745527,Denkmalweg 23 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1802742,7.3746582,Denkmalweg 23a <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1803699,7.3747438,Denkmalweg 23b <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1807264,7.37479,Denkmalweg 25 <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1807779,7.3746576,Denkmalweg 25a <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1808408,7.3745124,Denkmalweg 25b <br>2543 Lengnau BE
Wyttenbach,Baugenossenschaft Wyttenbach Biel,12,Bern-Solothurn,47.1337135,7.2443416,Thomas-Wyttenbach-Strasse 3 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,12,Bern-Solothurn,47.1338306,7.2444203,Thomas-Wyttenbach-Strasse 5 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,10,Bern-Solothurn,47.1339477,7.244499,Thomas-Wyttenbach-Strasse 7 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,12,Bern-Solothurn,47.1341548,7.2446564,Thomas-Wyttenbach-Strasse 9 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,12,Bern-Solothurn,47.1342718,7.2447218,Thomas-Wyttenbach-Strasse 11 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1338864,7.250892,Schneidergässli 25 <br>2503 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1340306,7.2511024,Schneidergässli 27 <br>2503 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1341922,7.2508645,Schneidergässli 29 <br>2503 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.134148,7.2513524,Schneidergässli 31 <br>2503 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,8,Bern-Solothurn,47.1343095,7.2511409,Schneidergässli 33 <br>2503 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1486999,7.2615193,Fontenalstrasse 6 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1487901,7.2616904,Fontenalstrasse 8 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1488983,7.2618878,Fontenalstrasse 10 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1484393,7.261718,Schwalbenstrasse 5 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1485476,7.2619154,Schwalbenstrasse 7 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1486558,7.2621128,Schwalbenstrasse 9 <br>2502 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,5,Bern-Solothurn,47.151208,7.2663197,Grillenweg 16 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1512803,7.2664889,Grillenweg 18 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1513524,7.2666581,Grillenweg 20 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1510915,7.2667723,Sonnenstrasse 37 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1509196,7.2657476,Grillenweg 12 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1506943,7.2658506,Sonnenstrasse 29 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1505776,7.2659696,Sonnenstrasse 31 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.150722,7.2662724,Sonnenstrasse 33 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1500389,7.266708,Erguëlweg 9 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1498242,7.2669815,Erguëlweg 10 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1501055,7.2668391,Erguëlweg 11 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1499364,7.2671225,Erguëlweg 12 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,9,Bern-Solothurn,47.1528962,7.2706562,Johann-Lisser-Weg 4 <br>2504 Biel/Bienne
Wyttenbach,Baugenossenschaft Wyttenbach Biel,6,Bern-Solothurn,47.1525184,7.2706311,Johann-Lisser-Weg 6 <br>2504 Biel/Bienne
